id_venta,fecha,producto,categoria,cantidad,precio_unitario,descuento_pct,metodo_pago,cliente_frecuente,satisfaccion,total,opinion_usuario
701.0,2025-04-08,Fideos,lacteos,13.0,6.66,19.04,yape,no,1.0,70.1,La compra fue rápida y ordenada
702.0,2025-04-09,Atún,abarrotes,12.0,42.26,23.07,tarjeta,si,2.0,390.13,Buenos precios y productos frescos
703.0,2025-04-11,Leche,bebidas,4.0,40.42,22.92,yape,no,2.0,"124,62",Ofertas interesantes y personal amable
704.0,2025-04-13,Leche,abarrotes,12.0,-9.59,16.23,tarjeta,si,,96.4,Excelente atención y encontré todo lo que necesitaba
705.0,2025-04-15,Leche,panaderia,1.0,15.56,23.21,plin,no,1.0,11.95,La compra fue rápida y ordenada
706.0,2025-04-16,Fideos,panaderia,4.0,27.06,10.42,tarjeta,no,,96.96,Ofertas interesantes y personal amable
707.0,2025-04-18,Arroz,panaderia,10.0,32.74,0.09,plin,no,2.0,327.11,Ofertas interesantes y personal amable
708.0,2025-04-20,Fideos,,5.0,20.76,1.56,tarjeta,si,1.0,102.18,Muy buena variedad de productos
,2025-04-21,Azúcar,,11.0,8.3,2.74,tarjeta,si,5.0,88.8,Mala atención del personal
710.0,2025-04-23,Azúcar,lacteos,"13,00",6.03,2.38,yape,no,1.0,,Los precios no coincidían con la etiqueta
711.0,2025-04-25,Atún,lacteos,"1,00",44.99,8.79,tarjeta,si,1.0,41.04,La compra fue rápida y ordenada
712.0,2025-04-27,Fideos,limpieza,1.0,21.31,,efectivo,no,-5.0,17.57,Faltaban varios productos básicos
713.0,2025-04-28,Pan,panaderia,14.0,39.46,19.77,tarjeta,no,3.0,443.22,Mucha cola para pagar
714.0,2025-04-30,Pan,bebidas,8.0,22.48,14.76,plin,no,3.0,153.3,Excelente atención y encontré todo lo que necesitaba
715.0,2025-05-02,Detergente,,,41.62,3.66,efectivo,no,4.0,320.77,Faltaban varios productos básicos
716.0,2025-05-03,,,7.0,5.32,18.7,tarjeta,si,,30.28,Ofertas interesantes y personal amable
717.0,2025-05-05,Fideos,bebidas,7.0,6.46,8.87,yape,no,4.0,41.21,Ofertas interesantes y personal amable
718.0,2025-05-07,Azúcar,,10.0,41.94,0.32,yape,si,1.0,418.06,Buenos precios y productos frescos
719.0,2025-05-08, HUEVOS ,limpieza,9.0,,7.01,tarjeta,no,,357.53,Había productos vencidos en el estante
720.0,2025-05-10,fideos,,,15.19,8.27,efectivo,no,2.0,-41.8,Mucha cola para pagar
721.0,2025-05-12,Leche,abarrotes,9.0,16.95,6.86,efectivo,no,5.0,142.09,Muy buena variedad de productos
722.0,2025-05-14,Detergente,bebidas,10.0,21.18,20.3,tarjeta,si,3.0,,???
723.0,2025-05-15,,bebidas,2.0,,19.0,,no,"1,00",31.75,Faltaban varios productos básicos
724.0,2025-05-17,Leche,bebidas,6.0,9.77,17.39,efectivo,no,5.0,48.43,La compra fue rápida y ordenada
725.0,2025-05-19,Pan,limpieza,12.0,40.58,,plin,no,2.0,470.01,Excelente atención y encontré todo lo que necesitaba
726.0,2025-05-20,Leche,bebidas,9.0,12.52,,yape,no,2.0,89.92,Buenos precios y productos frescos
727.0,,Pan,panaderia,2.0,32.18,16.93,efectivo,no,5.0,53.46,Excelente atención y encontré todo lo que necesitaba
728.0,2025-05-24,Arroz,limpieza,1.0,4.42,4.87,tarjeta,no,4.0,4.2,Había productos vencidos en el estante
729.0,2025-05-26,Azúcar,limpieza,9.0,3.19,16.2,efectivo,,-5.0,24.06,Faltaban varios productos básicos
730.0,2025-05-27,Atún,abarrotes,7.0,29.94,12.09,plin,no,4.0,184.24,Ofertas interesantes y personal amable
731.0,2025-05-29,Pan,bebidas,14.0,16.25,10.98,yape,no,5.0,202.52,Mucha cola para pagar
732.0,2025-05-31,Azúcar,panaderia,8.0,,2.8,tarjeta,si,1.0,233.36,Ofertas interesantes y personal amable
733.0,2025-06-01,Detergente,bebidas,14.0,5.59,12.96,tarjeta,si,3.0,68.12,Excelente atención y encontré todo lo que necesitaba
734.0,2025-06-03,Pan,panaderia,4.0,42.82,2.5,yape,si,2.0,167.0,La compra fue rápida y ordenada
735.0,2025-06-05,Huevos,panaderia,7.0,34.06,"4,11",efectivo,no,2.0,228.62,Buenos precios y productos frescos
736.0,2025-06-06,Atún,bebidas,2.0,39.62,-3.31,tarjeta,no,2.0,76.62,Muy buena variedad de productos
737.0,,Pan,limpieza,,7.44,23.85, EFECTIVO ,si,2.0,50.99,
738.0,2025-06-10,Aceite,abarrotes,3.0,15.43,7.12,yape,si,3.0,42.99,Excelente atención y encontré todo lo que necesitaba
739.0,2025-06-12,Pan,abarrotes,7.0,17.52,8.88,yape,no,5.0,111.75,La compra fue rápida y ordenada
740.0,2025-06-13,Gaseosa,lacteos,5.0,24.87,8.05,tarjeta,si,4.0,114.34,Mucha cola para pagar
741.0,2025-06-15,Gaseosa,,3.0,14.41,22.46,efectivo,si,2.0,33.52,Buenos precios y productos frescos
742.0,2025-06-17,Pan,bebidas,2.0,4.14,14.07,tarjeta,si,3.0,7.12,
743.0, 2025-06-18 ,Atún,limpieza,8.0,,22.98,plin,no,3.0,"108,14",Muy buena variedad de productos
744.0,,Huevos,abarrotes,14.0,12.57,7.5,efectivo,si,2.0,162.78,Muy buena variedad de productos
745.0,2025-06-22,Pan,lacteos,3.0,18.29,2.87,efectivo,si,3.0,53.3,Faltaban varios productos básicos
746.0,2025-06-24,Aceite, PANADERIA ,6.0,10.07,13.91,efectivo,no,4.0,52.02,Muy buena variedad de productos
747.0,2025-06-25,Fideos,panaderia,4.0,12.89,"8,64",plin,si,2.0,47.11,Buenos precios y productos frescos
748.0,2025-06-27,Aceite, LACTEOS ,12.0,28.77,20.05,efectivo,si,3.0,276.02,
749.0,2025-06-29,Aceite,panaderia,6.0,18.38,21.99,yape,no,"4,00",86.03,
750.0,2025-06-30,Leche,bebidas,14.0,16.52,11.81,plin,no,3.0,203.97,Mucha cola para pagar
,,Detergente,panaderia,4.0,24.72,24.28,yape,si,2.0,,Mucha cola para pagar
752.0,2025-07-04,Leche,panaderia,2.0,35.08,13.83,tarjeta,si,3.0,60.46,Excelente atención y encontré todo lo que necesitaba
753.0,2025-07-05,Arroz,bebidas,9.0,17.98,6.77,efectivo,si,4.0,150.86,Buenos precios y productos frescos
754.0,2025-07-07,Detergente,lacteos,,27.06,"-12,22",efectivo,no,2.0,237.53,Faltaban varios productos básicos
755.0,2025-07-09,fideos,bebidas,14.0,43.53,0.93,efectivo, NO ,3.0,603.75,Muy buena variedad de productos
756.0,2025-07-11,Azúcar,lacteos,13.0,24.21,20.1,plin,si,4.0,251.47,Excelente atención y encontré todo lo que necesitaba
757.0,2025-07-12,Pan,lacteos,"13,00",41.08,2.54,efectivo,no,2.0,520.48,Ofertas interesantes y personal amable
758.0,2025-07-14,,bebidas,9.0,36.02,7.72, EFECTIVO ,no,"2,00",299.15,Muy buena variedad de productos
759.0,2025-07-16,Leche,limpieza,6.0,4.05,14.13,plin,si,,20.87,Buenos precios y productos frescos
,2025-07-17,Pan,limpieza,7.0,20.17,1.07,tarjeta,si,2.0,139.68,La compra fue rápida y ordenada
761.0,,Leche,lacteos,2.0,31.88,1.98,tarjeta,no,3.0,62.5,Muy buena variedad de productos
762.0,2025-07-21,Fideos,limpieza,,44.42,-17.4,yape,no,1.0,256.84,Excelente atención y encontré todo lo que necesitaba
763.0,2025-07-22, DETERGENTE ,abarrotes,6.0,21.44,1.79,yape,no,5.0,126.34, MUCHA COLA PARA PAGAR 
764.0,2025-07-24,Detergente,bebidas,1.0,5.54,11.93,plin,si,3.0,4.88,Buenos precios y productos frescos
765.0,2025-07-26,Aceite,limpieza,3.0,25.95,8.47,tarjeta,si,"4,00",71.26,Excelente atención y encontré todo lo que necesitaba
766.0,2025-07-28,,panaderia,8.0,7.01,5.7,yape,si,"4,00",52.88,Muy buena variedad de productos
767.0,2025-07-29,Atún, LIMPIEZA ,6.0,34.19,4.72,plin,si,2.0,,Buenos precios y productos frescos
768.0,2025-07-31,Azúcar,limpieza,14.0,23.58,19.09,tarjeta,si,2.0,267.1,Mucha cola para pagar
769.0,2025-08-02,Leche,abarrotes,7.0,32.97,,tarjeta,si,4.0,175.89,Faltaban varios productos básicos
770.0,2025-08-03,Aceite,abarrotes,14.0,39.32,3.5,plin,no,"-5,00",531.21,Excelente atención y encontré todo lo que necesitaba
771.0,2025-08-05,,lacteos,10.0,,23.99,efectivo,no,1.0,219.36,Había productos vencidos en el estante
772.0,2025-08-07,Detergente,lacteos,1.0,28.14,14.87,efectivo,no,5.0,,Buenos precios y productos frescos
773.0,2025-08-09,Arroz,lacteos,3.0,34.32,16.04,yape,no,5.0,86.45,Buenos precios y productos frescos
774.0,2025-08-10,Pan,lacteos,10.0,38.15,17.75,,si,1.0,313.78,Ofertas interesantes y personal amable
775.0,2025-08-12,Gaseosa,bebidas,"8,00",39.3,17.6,efectivo,no,-1.0,259.07,Mala atención del personal
,2025-08-14,Detergente,abarrotes,5.0,3.08,,,si,"4,00",12.24, MUY BUENA VARIEDAD DE PRODUCTOS 
777.0, 2025-08-15 ,Azúcar,lacteos,8.0,25.69,,plin,no,5.0,180.67,Buenos precios y productos frescos
778.0,2025-08-17,Leche,abarrotes,13.0,10.91,13.33,,no,2.0,"122,92",Mala atención del personal
779.0,2025-08-19,Huevos,lacteos,6.0,38.93,"-8,10",tarjeta,si,4.0,214.66,Muy buena variedad de productos
780.0,2025-08-20,Gaseosa,bebidas,1.0,29.71,2.63,tarjeta,no,,28.93,Los precios no coincidían con la etiqueta
781.0,2025-08-22,Gaseosa,abarrotes,5.0,19.78,,yape,no,2.0,,Había productos vencidos en el estante
782.0,2025-08-24,Atún,lacteos,14.0,9.68,0.84,efectivo,si,2.0,134.38,Muy buena variedad de productos
783.0,2025-08-26,Leche,abarrotes,-11.0,16.25,6.89,plin,si,5.0,166.43,Mala atención del personal
784.0,2025-08-27,Leche,panaderia,12.0,32.11,2.36,yape,,2.0,376.23,Excelente atención y encontré todo lo que necesitaba
785.0,2025-08-29,Azúcar,bebidas,13.0,10.39,4.77,tarjeta,si,3.0,128.63,Muy buena variedad de productos
786.0,2025-08-31,Fideos,lacteos,2.0,5.57,,yape,no,3.0,,Mucha cola para pagar
787.0,2025-09-01,Arroz,abarrotes,4.0,40.13,15.71,yape,si,3.0,135.3,La compra fue rápida y ordenada
788.0,2025-09-03,Atún,abarrotes,1.0,34.74,-10.53,yape,no,2.0,31.08,Ofertas interesantes y personal amable
789.0,2025-09-05,Fideos,limpieza,1.0,,2.25,plin,si,4.0,9.96,Muy buena variedad de productos
790.0,2025-09-07,Arroz,bebidas,12.0,14.22,10.83,plin,si,4.0,152.16,La compra fue rápida y ordenada
791.0,2025-09-08,Arroz,limpieza,14.0,43.79,8.82,plin,no,2.0,558.99,Excelente atención y encontré todo lo que necesitaba
792.0,2025-09-10,Azúcar,panaderia,3.0,32.31,18.01,yape,si,3.0,79.47,Los precios no coincidían con la etiqueta
793.0,2025-09-12,Pan,lacteos,,28.06,"14,48",yape,no,1.0,263.97,Muy buena variedad de productos
794.0,2025-09-13,Gaseosa,lacteos,,14.88,12.29,,si,2.0,104.41,Había productos vencidos en el estante
795.0,2025-09-15,Azúcar,limpieza,1.0,14.51,12.17,efectivo,si,5.0,12.74,
796.0,2025-09-17,Huevos,lacteos,13.0,3.22,"24,16",tarjeta,no,3.0,31.75,Buenos precios y productos frescos
797.0,2025-09-18,Detergente,panaderia,,33.19,18.91,plin,,"4,00",,Había productos vencidos en el estante
798.0,2025-09-20,Azúcar,abarrotes,8.0,3.38,12.42,,si,5.0,23.68,La compra fue rápida y ordenada
799.0,2025-09-22,Aceite,limpieza,,1.71,11.98,yape,no,4.0,,
800.0,2025-09-24,Azúcar,limpieza,6.0,33.23,0.66,efectivo,no,4.0,198.06,Mala atención del personal
801.0,2025-09-25,Arroz,abarrotes,,42.78,23.56,tarjeta,no,,392.41,Los precios no coincidían con la etiqueta
802.0,2025-09-27,Aceite,limpieza,7.0,"34,41",7.98,efectivo,no,3.0,221.65,Ofertas interesantes y personal amable
803.0,2025-09-29,Fideos,limpieza,14.0,22.02,6.4,yape,no,4.0,288.55,mala atención del personal
804.0,2025-09-30,Detergente,lacteos,1.0,22.64,24.99,plin,no,2.0,16.98,Faltaban varios productos básicos
805.0,2025-10-02,Pan,abarrotes,"3,00",20.47,17.97,plin,no,5.0,50.37,La compra fue rápida y ordenada
806.0,2025-10-04,Pan,abarrotes,14.0,15.62,1.18,yape,,1.0,216.1,Excelente atención y encontré todo lo que necesitaba
807.0,2025-10-05,Fideos,,5.0,24.19,1.55,efectivo,,5.0,119.08,Excelente atención y encontré todo lo que necesitaba
808.0,2025-10-07,Leche,limpieza,,20.26,-0.64,yape,si,,,La compra fue rápida y ordenada
809.0,2025-10-09,Aceite, ABARROTES ,12.0,27.52,14.99,efectivo,no,1.0,,La compra fue rápida y ordenada
810.0,2025-10-11,,panaderia,3.0,40.57,1.79,tarjeta,si,,119.53,Excelente atención y encontré todo lo que necesitaba
811.0,2025-10-12,Arroz,lacteos,8.0,44.78,23.33,yape,no,5.0,274.66,Excelente atención y encontré todo lo que necesitaba
812.0,2025-10-14,Gaseosa,bebidas,5.0,4.93,23.42,yape,no,3.0,18.88,Mala atención del personal
813.0,2025-10-16,Atún,bebidas,3.0,18.23,13.65,,no,2.0,"47,22",Buenos precios y productos frescos
814.0,2025-10-17,Huevos,limpieza,,9.36,15.42,plin,no,,110.83,Faltaban varios productos básicos
815.0,2025-10-19,Pan,panaderia,3.0,16.82,"7,30",tarjeta,si,3.0,46.78,Excelente atención y encontré todo lo que necesitaba
816.0,2025-10-21,Gaseosa,abarrotes,2.0,14.01,1.6,plin,si,1.0,27.57,La compra fue rápida y ordenada
817.0,2025-10-23,Arroz,lacteos,,9.09,18.44,yape,si,2.0,74.14,Mucha cola para pagar
818.0,2025-10-24,Leche,lacteos,,34.74,2.54,yape,no,4.0,440.15,Buenos precios y productos frescos
819.0,2025-10-26,Atún,abarrotes,2.0,23.09,,yape,no,3.0,,La compra fue rápida y ordenada
820.0,2025-10-28, DETERGENTE ,lacteos,10.0,41.49,7.78,plin,si,2.0,382.62,Ofertas interesantes y personal amable
821.0,2025-10-29,Arroz,lacteos,8.0,2.92,0.31,efectivo,si,,23.29,Mucha cola para pagar
822.0,2025-10-31,Atún,bebidas,12.0,4.41,10.85,yape,si,1.0,47.18,Ofertas interesantes y personal amable
823.0,2025-11-02,Leche,lacteos,2.0,19.04,17.69,efectivo,no,2.0,31.34,La compra fue rápida y ordenada
824.0,,Atún,panaderia,14.0,4.99,20.03,tarjeta,si,3.0,55.87,
825.0,2025-11-05,Atún,bebidas,-9.0,12.93,15.11,plin,no,1.0,98.79,Excelente atención y encontré todo lo que necesitaba
826.0,2025-11-07,Arroz,panaderia,,44.39,"21,17",plin,no,2.0,"419,91",Excelente atención y encontré todo lo que necesitaba
827.0,,Atún,abarrotes,6.0,10.59,10.16,tarjeta,si,5.0,57.08,Buenos precios y productos frescos
828.0,2025-11-10,Gaseosa,panaderia,-14.0,10.12,21.22,tarjeta,si,5.0,111.62,Faltaban varios productos básicos
829.0,2025-11-12,Gaseosa,bebidas,9.0,26.45,12.66,yape,no,5.0,207.91,Buenos precios y productos frescos
830.0,2025-11-14,Arroz,panaderia,2.0,23.16,5.58,tarjeta,,2.0,43.74,Faltaban varios productos básicos
831.0,2025-11-15,Huevos,lacteos,13.0,"26,75",23.6,efectivo,no,1.0,265.68,
832.0,2025-11-17,Huevos,panaderia,12.0,,6.87,tarjeta,,5.0,199.93,Muy buena variedad de productos
833.0,2025-11-19,Azúcar,limpieza,5.0,37.46,0.66,,no,2.0,186.06,Había productos vencidos en el estante
834.0,2025-11-21,Leche,abarrotes,8.0,7.53,6.07,yape,no,4.0,"56,58",Buenos precios y productos frescos
835.0,2025-11-22,Gaseosa,limpieza,6.0,20.14,9.17,plin,no,1.0,,Mucha cola para pagar
836.0,2025-11-24,Pan,abarrotes,,31.5,8.78,yape,si,4.0,229.87,Mucha cola para pagar
837.0,,Gaseosa,panaderia,14.0,-39.27,13.12,tarjeta,si,3.0,477.65,Muy buena variedad de productos
838.0,2025-11-27,Leche,lacteos,13.0,17.58,22.08,yape,si,5.0,178.08,la compra fue rápida y ordenada
839.0,2025-11-29,Arroz,lacteos,4.0,26.2,7.31,plin,no,1.0,97.14,Buenos precios y productos frescos
840.0,2025-12-01,Detergente,limpieza,14.0,4.51,,tarjeta,no,,"54,92",La compra fue rápida y ordenada
841.0,2025-12-02,Huevos,limpieza,7.0,8.91,8.5,tarjeta,si,5.0,57.07,Muy buena variedad de productos
842.0,2025-12-04,Atún,abarrotes,10.0,4.51,20.54, EFECTIVO ,si,2.0,35.84,Excelente atención y encontré todo lo que necesitaba
843.0,2025-12-06,Detergente,panaderia,11.0,33.16,3.94,plin,no,4.0,350.39,Excelente atención y encontré todo lo que necesitaba
844.0,2025-12-08,Arroz,panaderia,7.0,14.03,2.59,plin,si,1.0,"95,67",Mucha cola para pagar
845.0,2025-12-09,Arroz,bebidas,7.0,32.98,12.57,efectivo,no,,201.84,Mala atención del personal
846.0,2025-12-11,Arroz,bebidas,"7,00",4.39,16.8,tarjeta,no,2.0,25.57,La compra fue rápida y ordenada
847.0, 2025-12-13 ,Leche,limpieza,13.0,39.02,19.89,tarjeta,si,3.0,406.37,Ofertas interesantes y personal amable
848.0,2025-12-14,Arroz,limpieza,6.0,,14.74,plin,si,5.0,"193,63",La compra fue rápida y ordenada
849.0,2025-12-16,Gaseosa,limpieza,4.0,5.37,19.35,,si,4.0,17.32,Ofertas interesantes y personal amable
850.0,2025-12-18,Atún,abarrotes,,"2,53",,efectivo,no,3.0,13.69,La compra fue rápida y ordenada
851.0,2025-12-19,Detergente,abarrotes,3.0,3.95,0.82,tarjeta,si,1.0,11.75,Había productos vencidos en el estante
852.0,2025-12-21,Gaseosa,lacteos,6.0,38.63,2.9,yape,si,2.0,225.06,Buenos precios y productos frescos
,2025-12-23,Detergente,limpieza,2.0,11.71,0.97,efectivo,no,5.0,23.19,Mucha cola para pagar
854.0,2025-12-25,Huevos,abarrotes,2.0,25.35,8.22,yape,si,"2,00",46.53,La compra fue rápida y ordenada
,2025-12-26,Huevos,abarrotes,11.0,20.04,12.39,yape,no,4.0,193.13,La compra fue rápida y ordenada
856.0,2025-12-28,Gaseosa,panaderia,2.0,36.11,8.91,plin,si,3.0,65.79,Había productos vencidos en el estante
857.0,2025-12-30,Huevos,lacteos,8.0,22.77,14.01,,si,2.0,156.64,Buenos precios y productos frescos
858.0,2025-12-31,Arroz,limpieza,"11,00",23.28,12.02,efectivo,si,4.0,225.3,Muy buena variedad de productos
859.0,2026-01-02,Atún,limpieza,-11.0,44.53,16.95,efectivo,si,2.0,406.8,Excelente atención y encontré todo lo que necesitaba
860.0,2026-01-04,Gaseosa,bebidas,7.0,8.03,16.67,plin,si,2.0,46.84,Muy buena variedad de productos
861.0,2026-01-06,Detergente,bebidas,3.0,37.64,7.95,yape,no,3.0,"103,94",La compra fue rápida y ordenada
,2026-01-07,,lacteos,14.0,3.75,8.66,yape,si,4.0,47.95,Excelente atención y encontré todo lo que necesitaba
863.0,2026-01-09,Leche,panaderia,,-22.28,14.63,plin,no,5.0,228.25,Muy buena variedad de productos
864.0,2026-01-11,Pan,lacteos,9.0,40.06,14.91,yape,no,4.0,306.78,Muy buena variedad de productos
865.0,2026-01-12,Gaseosa,panaderia,,30.44,7.87,efectivo,no,4.0,56.09,
866.0,2026-01-14,Atún,limpieza,1.0,31.31,8.26,yape,no,4.0,28.72,Mala atención del personal
867.0,2026-01-16,,abarrotes,,,17.35,yape,si,2.0,53.52,Faltaban varios productos básicos
868.0,,Gaseosa,bebidas,3.0,,16.19,efectivo,si,,,Buenos precios y productos frescos
869.0,2026-01-19,Azúcar,abarrotes,13.0,17.45,3.38,yape,no,3.0,219.18,Buenos precios y productos frescos
870.0,2026-01-21,Arroz,bebidas,3.0,24.18,11.03,tarjeta,no,4.0,64.54,Excelente atención y encontré todo lo que necesitaba
871.0,2026-01-23,,abarrotes,,21.61,,efectivo,si,4.0,67.15,La compra fue rápida y ordenada
872.0,2026-01-24,,lacteos,14.0,15.72,-0.91,tarjeta,no,1.0,218.08,Había productos vencidos en el estante
873.0,2026-01-26,Leche,,12.0,14.79,21.38,,no,4.0,139.53,Ofertas interesantes y personal amable
874.0,2026-01-28,Leche,panaderia,4.0,12.41,,tarjeta,no,2.0,47.61,???
875.0,2026-01-29,Atún,,6.0,17.38,12.68,tarjeta,si,5.0,91.06,Excelente atención y encontré todo lo que necesitaba
876.0,2026-01-31,Fideos,abarrotes,8.0,"8,02",10.61,yape,si,4.0,57.35,Muy buena variedad de productos
877.0,,Fideos,lacteos,10.0,39.44,0.25,tarjeta,si,5.0,393.41,Ofertas interesantes y personal amable
878.0,2026-02-04,Pan,panaderia,14.0,27.69,,tarjeta,si,4.0,298.96,Mucha cola para pagar
879.0,2026-02-05,Fideos,bebidas,13.0,7.32,,plin,si,3.0,84.34,Mucha cola para pagar
880.0,2026-02-07,Atún,abarrotes,14.0,"31,68",23.86,efectivo,si,1.0,337.7,La compra fue rápida y ordenada
881.0,2026-02-09,Arroz,lacteos,1.0,38.37,7.17,tarjeta,si,,,Muy buena variedad de productos
882.0,2026-02-10,,lacteos,4.0,11.83,21.66,efectivo,si,5.0,37.07,Había productos vencidos en el estante
883.0,2026-02-12,Azúcar,abarrotes,"8,00",8.05,23.06,plin,si,"2,00",49.55,Mucha cola para pagar
884.0,2026-02-14,Leche,,1.0,-1.87,13.92,efectivo,si,1.0,1.61,Muy buena variedad de productos
885.0,2026-02-15,,bebidas,5.0,3.56,5.07,plin,si,2.0,16.9,Buenos precios y productos frescos
,2026-02-17,Pan,abarrotes,3.0,34.66,17.13,efectivo,no,3.0,86.17,
887.0,2026-02-19,Arroz,,14.0,44.44,13.72,tarjeta,no,4.0,536.8,La compra fue rápida y ordenada
888.0,2026-02-21,Leche,limpieza,1.0,3.45,23.61,yape,no,"5,00",2.64,Mala atención del personal
889.0,2026-02-22,Arroz,abarrotes,,34.04,10.98,plin,no,"5,00",90.91,Ofertas interesantes y personal amable
890.0,2026-02-24,Huevos,,3.0,4.63,,efectivo,si,3.0,12.96,Los precios no coincidían con la etiqueta
891.0,2026-02-26,Arroz,abarrotes,3.0,27.26,3.46,efectivo,no,3.0,78.95, HABÍA PRODUCTOS VENCIDOS EN EL ESTANTE 
892.0,2026-02-27,Pan,lacteos,8.0,34.39,17.47,plin,si,5.0,227.06,Buenos precios y productos frescos
893.0,2026-03-01,Fideos,panaderia,,17.13,24.35,tarjeta,no,1.0,77.75,Había productos vencidos en el estante
894.0,2026-03-03,Detergente,bebidas,13.0,1.98,0.71,efectivo,si,3.0,25.56, MUY BUENA VARIEDAD DE PRODUCTOS 
,2026-03-05,Pan,abarrotes,4.0,27.39,,yape,si,3.0,89.28,Los precios no coincidían con la etiqueta
896.0,2026-03-06,Atún,panaderia,8.0,44.62,23.17,efectivo,si,4.0,274.25,Muy buena variedad de productos
897.0,2026-03-08,Fideos, LIMPIEZA ,10.0,12.71,1.87,plin,si,5.0,124.72,
898.0,,Arroz,panaderia,9.0,9.74,2.75,plin,no,4.0,85.25,Buenos precios y productos frescos
899.0,2026-03-11,Arroz,bebidas,12.0,,17.3,plin,no,,,Faltaban varios productos básicos
900.0,2026-03-13,Atún,lacteos,3.0,25.65,16.2,tarjeta,si,4.0,-64.48,Mala atención del personal
901.0,2026-03-15,Arroz,limpieza,8.0,27.45,1.72,efectivo,si,3.0,215.82,la compra fue rápida y ordenada
,2026-03-16,Arroz,limpieza,-12.0,35.96,20.86,tarjeta,no,2.0,341.5,Excelente atención y encontré todo lo que necesitaba
903.0,2026-03-18,Huevos,bebidas,13.0,34.26,13.09,tarjeta,no,2.0,387.08,Faltaban varios productos básicos
904.0,2026-03-20,Gaseosa,lacteos,9.0,40.33,22.68,plin,no,4.0,280.65,Los precios no coincidían con la etiqueta
905.0,2026-03-22,Azúcar,lacteos,10.0,"36,55",21.95,yape,,4.0,285.27,Ofertas interesantes y personal amable
906.0,2026-03-23,Pan,lacteos,13.0,-12.26,20.31,plin,no,2.0,,Ofertas interesantes y personal amable
907.0,2026-03-25,Azúcar,lacteos,9.0,25.68,12.9,plin,no,5.0,201.31,La compra fue rápida y ordenada
908.0,2026-03-27,Leche,abarrotes,14.0,,6.29,yape,no,5.0,189.44,Buenos precios y productos frescos
909.0,2026-03-28,Aceite,abarrotes,2.0,"15,85",12.65,efectivo,si,4.0,27.69,Excelente atención y encontré todo lo que necesitaba
910.0, 2026-03-30 ,Arroz,panaderia,5.0,42.04,2.52,,no,2.0,204.9,Había productos vencidos en el estante
911.0,2026-04-01,Pan,abarrotes,2.0,31.16,16.47,efectivo,si,5.0,-52.06,Había productos vencidos en el estante
912.0,2026-04-02,Leche,panaderia,2.0,43.89,3.35,yape,,2.0,84.84,Excelente atención y encontré todo lo que necesitaba
913.0,2026-04-04,Aceite,abarrotes,7.0,19.64,12.78,efectivo,no,3.0,119.91,Mala atención del personal
914.0,2026-04-06,Detergente,bebidas,4.0,24.88,"1,36",plin,si,5.0,98.17,Buenos precios y productos frescos
915.0,2026-04-08,Fideos,lacteos,6.0,22.69,7.49, EFECTIVO ,no,,"125,94",Los precios no coincidían con la etiqueta
916.0,2026-04-09,Azúcar,limpieza,7.0,6.17,5.8,plin,no,2.0,,Buenos precios y productos frescos
917.0,2026-04-11,Fideos,lacteos,9.0,11.8,15.5, YAPE ,si,1.0,89.74,Ofertas interesantes y personal amable
918.0,2026-04-13,,limpieza,14.0,24.45,19.67,efectivo,si,2.0,274.97,la compra fue rápida y ordenada
919.0,2026-04-14,Huevos,limpieza,-12.0,4.43,-1.43,efectivo,no,4.0,52.4,Mucha cola para pagar
920.0,2026-04-16,Atún,limpieza,6.0,,"21,26",tarjeta,no,4.0,"198,52",Mucha cola para pagar
921.0,2026-04-18,Gaseosa,lacteos,5.0,6.89,21.52,tarjeta,no,2.0,,Excelente atención y encontré todo lo que necesitaba
,2026-04-20, FIDEOS ,limpieza,11.0,10.11,8.56,tarjeta, SI ,1.0,-101.69,La compra fue rápida y ordenada
923.0,2026-04-21,Azúcar,,2.0,34.79,16.48,yape,no,4.0,58.11,Muy buena variedad de productos
924.0,2026-04-23,Leche,limpieza,,5.72,10.07,efectivo,si,1.0,41.15,
925.0,2026-04-25,Huevos,lacteos,6.0,40.66,3.85,efectivo,si,1.0,234.57,Los precios no coincidían con la etiqueta
926.0,2026-04-26,Detergente,abarrotes,3.0,33.07,13.22,yape,si,3.0,86.09,Buenos precios y productos frescos
927.0,2026-04-28,Fideos,lacteos,9.0,4.49,2.16,plin,si,3.0,39.54,Los precios no coincidían con la etiqueta
928.0,2026-04-30,Aceite,abarrotes,,31.6,21.96,tarjeta,no,2.0,123.3,Los precios no coincidían con la etiqueta
929.0,2026-05-01,,abarrotes,3.0,28.98,23.11,plin,no,2.0,66.85,La compra fue rápida y ordenada
,2026-05-03,Fideos,panaderia,10.0,34.44,20.54,tarjeta,si,2.0,273.66,Excelente atención y encontré todo lo que necesitaba
931.0,2026-05-05,Fideos,abarrotes,3.0,37.53,14.06,tarjeta,no,2.0,96.76,
932.0,2026-05-07,Atún,limpieza,10.0,32.75,13.94,efectivo,si,1.0,281.85,Mala atención del personal
933.0,2026-05-08,Huevos,panaderia,3.0,27.0,24.62,tarjeta,no,"1,00",61.06,Excelente atención y encontré todo lo que necesitaba
934.0,2026-05-10,Atún,panaderia,"7,00",15.53,6.2,tarjeta,si,2.0,"101,97",Muy buena variedad de productos
